Date,Day,Treatment_ID,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,pH,EC,RZT_C,RZT_Growth_Factor,RZT_Nutrient_Factor,V_Stage,Leaf_Number,Leaf_Area_m2,Avg_Leaf_Area_cm2,CO2_umol_mol,VPD_Actual_kPa,Env_Photo_Factor,Env_Transp_Factor,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L,LAI,Growth_Stage,Total_Biomass_g,Integrated_Stress,Temperature_Stress,Water_Stress,Nutrient_Stress,Nitrogen_Stress,Salinity_Stress
2025-08-27,1,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,4.06,3.01,0.04,0.04,499.96,24.54,21.94,0.99,0.0,6.0,1.88,26.52,1.08,1.06,4.0,4,0.015,37.5,400.0,0.99,0.93,0.9,200.0,50.0,300.0,150.0,50.0,0.18,V4,0.8,0.12,0.03,0.0,0.0,0.0,0.04
2025-08-28,2,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.4,1.78,0.02,0.02,499.93,22.34,17.51,0.53,1.996,5.99,1.87,25.59,0.96,0.97,4.0,4,0.016,39.51,400.0,0.53,0.91,0.86,197.99,49.92,299.66,149.93,49.97,0.19,V4,0.84,0.1,0.01,0.01,0.0,0.0,0.03
2025-08-29,3,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.16,1.61,0.02,0.02,499.91,22.43,18.29,0.44,2.298,5.99,1.85,25.34,1.01,1.01,5.0,4,0.017,41.71,400.0,0.44,0.87,0.79,193.41,49.72,298.89,149.76,49.92,0.2,V4,0.88,0.1,0.01,0.02,0.0,0.0,0.02
2025-08-30,4,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.75,2.81,0.05,0.06,499.86,23.42,17.92,0.95,1.162,5.98,1.81,25.8,1.05,1.04,5.0,4,0.018,44.53,400.0,0.95,0.96,0.94,186.22,49.42,297.67,149.5,49.82,0.214,V5,0.94,0.07,0.02,0.0,0.0,0.0,0.01
2025-08-31,5,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.92,2.97,0.07,0.09,499.77,24.09,19.4,0.98,0.839,5.98,1.77,26.52,1.05,1.03,5.0,4,0.022,53.88,400.0,0.98,0.94,0.91,176.23,48.99,295.98,149.13,49.69,0.259,V5,1.0,0.08,0.03,0.0,0.0,0.0,0.0
2025-09-01,6,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,4.05,3.06,0.07,0.08,499.69,23.25,18.8,1.03,1.001,5.97,1.71,26.25,1.0,1.0,6.0,4,0.02,51.24,400.0,1.03,0.9,0.84,163.68,48.46,293.85,148.67,49.53,0.246,V5,1.06,0.08,0.02,0.01,0.0,0.0,0.0
2025-09-02,7,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.3,2.54,0.08,0.1,499.59,24.19,17.73,0.8,0.84,5.97,1.65,26.61,1.05,1.03,6.0,4,0.026,65.98,400.0,0.8,1.0,1.0,150.31,47.9,291.58,148.18,49.36,0.317,V6,1.13,0.08,0.03,0.0,0.0,0.0,0.0
2025-09-03,8,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.38,2.66,0.14,0.17,499.42,23.38,20.47,0.79,0.576,6.0,1.88,26.52,0.98,0.98,6.0,4,0.034,85.54,400.0,0.79,1.0,1.0,200.0,50.0,300.0,150.0,50.0,0.411,V6,1.22,0.11,0.03,0.0,0.0,0.0,0.04
2025-09-04,9,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.75,2.89,0.1,0.12,499.29,22.28,18.55,0.94,1.035,5.99,1.8,25.64,0.95,0.96,7.0,4,0.027,66.71,400.0,0.94,0.97,0.95,183.09,49.29,297.14,149.38,49.78,0.32,V6,1.32,0.06,0.01,0.0,0.0,0.0,0.0
2025-09-05,10,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.08,2.42,0.12,0.15,499.14,23.47,20.38,0.7,0.712,5.99,1.72,26.17,1.02,1.02,7.0,4,0.034,85.46,400.0,0.7,1.0,1.0,165.28,48.53,294.12,148.72,49.55,0.41,V7,1.41,0.07,0.02,0.0,0.0,0.0,0.0
2025-09-06,11,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.82,3.03,0.2,0.24,498.9,24.53,19.62,0.94,0.654,5.98,1.63,26.96,1.05,1.03,7.0,4,0.037,93.37,400.0,0.94,0.97,0.95,144.88,47.67,290.66,147.97,49.29,0.448,V7,1.54,0.09,0.04,0.0,0.0,0.0,0.0
2025-09-07,12,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.16,2.48,0.12,0.14,498.76,23.06,22.02,0.7,0.957,5.98,1.52,26.6,0.92,0.94,8.0,4,0.033,82.48,400.0,0.7,1.0,1.0,122.24,46.7,286.8,147.14,48.99,0.396,V7,1.66,0.08,0.03,0.0,0.0,0.0,0.0
2025-09-08,13,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,4.45,3.51,0.23,0.28,498.48,23.15,15.81,1.2,0.433,5.97,1.42,25.95,1.02,1.01,8.0,4,0.035,87.38,400.0,1.2,0.76,0.64,99.58,45.73,282.91,146.29,48.69,0.419,V8,1.76,0.12,0.02,0.05,0.0,0.0,0.0
2025-09-09,14,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,2.82,2.23,0.12,0.15,498.33,22.59,20.2,0.62,0.584,5.97,1.32,25.75,0.98,0.98,8.0,4,0.036,90.15,400.0,0.62,0.96,0.94,77.23,44.77,279.04,145.45,48.4,0.433,V8,1.83,0.28,0.01,0.0,0.23,0.23,0.0
2025-09-10,15,Low_EC,CROPGRO_HYDRO_001,LETTUCE_ADVANCED,3.76,3.01,0.24,0.29,498.04,21.65,20.03,0.92,0.387,6.0,1.88,25.09,0.93,0.95,9.0,5,0.041,82.15,400.0,0.92,0.98,0.97,200.0,50.0,300.0,150.0,50.0,0.493,V8,1.92,0.09,0.0,0.0,0.0,0.0,0.04
