Date,Day,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L
2024-04-11,1,HYD1,LETT,2.8997373994094326,1.1094749954261558,0.11094749954261558,1.1094749954261558,498.8905250045738,22.196633551030487,18.01161214045931,0.7157758279051909,2.8608012876512317,200.4447769358795,50.111194233972306,300.66716540386096,150.33358270193594,50.111194233975596
2024-04-12,2,HYD1,LETT,3.917828282581025,1.5140960389517863,0.15140960389517866,1.5140960389517866,497.37642896562204,21.73409945970407,17.661572483074263,0.9284338731682709,2.5766464010776797,201.0549639594384,50.26374098986262,301.58244593920955,150.79122296961157,50.26374098986671
2024-04-13,3,HYD1,LETT,2.755441534960659,1.071693367883586,0.1071693367883586,1.071693367883586,496.30473559773844,23.65233831312272,17.84707012129062,0.8669442127840865,2.6974391272063563,201.48911107912414,50.372277769784716,302.2336666187496,151.11683330938308,50.37227776978972
2024-04-14,4,HYD1,LETT,3.117949468213047,1.2343433113700335,0.12343433113700336,1.2343433113700337,495.0703922863684,24.03138024017629,15.523798522074392,0.6568093979705791,2.5198809920052767,201.9914774909281,50.4978693727365,302.9872162364693,151.4936081182447,50.49786937274259
2024-04-15,5,HYD1,LETT,4.250673171118921,1.742374129163878,0.21955798743949037,2.1955798743949035,492.8748124119735,23.377571078741084,16.81830170719504,1.002079439082627,2.375260348734228,202.89127681439828,50.722819203605106,304.33691522169283,152.16845761085887,50.72281920361263
2024-04-16,6,HYD1,LETT,2.786135566621897,1.2016357212326771,0.2109735111126261,2.109735111126261,490.7650773008472,20.098269747910116,17.055010856862673,0.5451824601097748,2.862805583381597,203.7634799727166,50.94086999318631,305.64521995919836,152.82260997961532,50.94086999319606
2024-04-17,7,HYD1,LETT,2.274630223994035,1.0210246417953224,0.2202222524272286,2.202222524272286,488.56285477657497,22.06502056053609,20.567722337962273,0.6838178422605921,3.3543059681472847,204.68195447565452,51.170488618922626,307.022931713637,153.51146585683878,51.17048861893488
2024-04-18,8,HYD1,LETT,2.24473059148664,1.0506668407417283,0.27195197197296345,2.7195197197296346,485.8433350568453,21.405642377546904,19.47744195418552,0.6274530611655953,3.23450810913646,205.82766662455433,51.45691665614998,308.7414999370284,154.37074996853988,51.456916656165525
2024-04-19,9,HYD1,LETT,3.198379711636028,1.56207839054179,0.4747408156271257,4.747408156271257,481.09592690057406,23.070809867296518,19.18209219348335,1.0438074610072396,2.696481141730479,207.85875416582275,51.96468854146987,311.7881312489795,155.89406562452177,51.964688541489245
2024-04-20,10,HYD1,LETT,3.170529208234553,1.5971969453901924,0.539125679121444,5.39125679121444,475.7046701093596,24.148270069055762,23.35408607471671,0.8193043038362879,3.7391637893377436,210.2144592710681,52.553614817784606,315.3216889069066,157.660844453493,52.553614817808636
2024-04-21,11,HYD1,LETT,2.845251262777947,1.4527551097156117,0.5119043708940126,5.119043708940127,470.58562640041947,22.423161729268337,16.29680506349144,0.7880102294808309,2.672516603058429,212.50117808445668,53.12529452113633,318.7517671270697,159.37588356358498,53.12529452116671
2024-04-22,12,HYD1,LETT,3.097527612133279,1.6024752830583167,0.5880445663246345,5.880445663246345,464.7051807371731,23.377167710308985,20.81325363343417,0.9467701916313351,3.1875435763218922,215.19019831239328,53.79754957812613,322.78529746907367,161.3926487345999,53.797549578164336
2024-04-23,13,HYD1,LETT,4.386282929612602,2.2802585625828438,0.849151781401369,8.49151781401369,456.2136629231594,22.089255407596298,15.037020733709864,0.913285774327413,2.374192579409501,219.19553956098036,54.79888489028063,328.79330934209037,164.39665467112596,54.798884890329596
2024-04-24,14,HYD1,LETT,2.61361286303001,1.3645591517540487,0.514715091325853,5.14715091325853,451.06651200990086,22.50377307788766,18.93726230925443,0.7940708308743065,3.2333127327965965,221.69679490021255,55.424198725098165,332.5451923511069,166.27259617565602,55.42419872516044
2024-04-25,15,HYD1,LETT,2.5377990259517946,1.6545311367282318,0.6525808155764742,6.525808155764742,444.5407038541361,22.352826421224247,20.19661622022462,0.7364784087698217,3.5378233048512224,224.95127922306168,56.23781980589268,337.4269188368375,168.71345941853016,56.237819806102095
2024-04-26,16,HYD1,LETT,3.5663893743923327,2.33256992776158,0.9335161579037462,9.335161579037463,435.20554227509865,21.766327003679706,16.047716503966942,0.8676087993869694,2.7128282348602757,229.77648555489534,57.444121388939095,344.6647283361511,172.3323641681969,57.44412138930638
2024-04-27,17,HYD1,LETT,3.8516346833222395,2.530829314714385,1.0341551248606002,10.341551248606002,424.86399102649267,21.536703806765303,16.80188585044841,0.9187520857268567,2.8244583751209955,235.3694408312668,58.84236020812604,353.05416125238503,176.52708062632465,58.84236020866282
2024-04-28,18,HYD1,LETT,2.875976905831147,1.9065714129305096,0.8099184450042568,8.099184450042568,416.7648065764501,21.52662078730611,22.250115102305475,0.8174381846811984,4.037705224261157,239.94348471485458,59.985871179124246,359.9152270795787,179.95761353993234,59.985871179844516
2024-04-29,19,HYD1,LETT,3.3473693076556326,2.228332190647821,0.9636230781722068,9.636230781722068,407.128575794728,23.690590571372216,22.02154424242734,0.9279783499650116,3.8467426626395094,245.62265078186448,61.405662695976076,368.4339761818762,184.21698809109216,61.40566269687689
2024-04-30,20,HYD1,LETT,3.907718671761888,2.653254887691603,1.244354183883284,12.44354183883284,394.68503395589516,22.606222922363912,15.444827360627553,0.7645103221894596,2.9767560998338256,253.3665870039879,63.341646751623884,380.04988051716646,190.02494025875077,63.341646752738036
2024-05-01,21,HYD1,LETT,2.9007131667356645,2.012738072130177,1.026028751294456,10.26028751294456,384.4247464429506,20.665594054338207,20.894286119799496,0.5963072775279472,4.327164254740482,260.1289352973297,65.03223382508165,390.19340295939116,195.0967014798764,65.03223382642034
2024-05-02,22,HYD1,LETT,2.6190244695707032,1.8806367411947245,1.0822717535271023,10.822717535271023,373.6020289076796,21.8388363995116,21.48047522203424,0.7366487693926127,4.412626168833929,267.66449926844626,66.9161248180032,401.4967489186506,200.7483744595214,66.91612481960456
2024-05-03,23,HYD1,LETT,2.4208753809113857,1.7965621644930332,1.1501933069042218,11.501933069042218,362.1000958386374,21.645108154012597,22.10217414107236,0.6801463546578075,4.603473758979293,276.16673163459194,69.04168290969459,414.2500974711417,207.1250487357804,69.04168291158314
2024-05-04,24,HYD1,LETT,3.901802731554442,3.002437201931143,2.1415821604399485,21.415821604399486,340.68427423423793,23.061342551716372,19.342787547192934,0.934142989622859,3.649188547566744,293.5269032191794,73.3817258060352,440.2903548520404,220.14517742625014,73.38172580828271
2024-05-05,25,HYD1,LETT,2.785365499411181,2.222490158560551,1.7521332607394242,17.521332607394243,323.1629416268437,22.601435717738173,23.893594488044208,0.6172682062353778,5.052547365141116,309.4414213680424,77.36035534346432,464.16213207983105,232.08106604016592,77.36035534620714
2024-05-06,26,HYD1,LETT,3.188542374189404,2.6342609269748283,2.271532233737309,22.71532233737309,300.4476192894706,23.067911425478393,22.43381366676358,0.7315323585932298,4.614268496038039,332.83671951308224,83.20917987975109,499.25507930150627,249.6275396510307,83.20917988309925
2024-05-07,27,HYD1,LETT,3.144133044050573,2.6586600603734927,2.4267507854192707,24.267507854192708,276.18011143527787,22.48451986765855,22.205621274936817,0.8430210411418588,4.393877731012875,362.0825535532298,90.52063839004418,543.123830366908,271.56191518376534,90.52063839393138
2024-05-08,28,HYD1,LETT,3.009913026035214,2.5967362440987314,2.4851416835320435,24.851416835320435,251.32869459995743,22.504195602698672,21.460614076798798,0.6698718893107358,4.480995987712711,397.8853276086472,99.47133190421138,596.8279914563901,298.41399572854715,99.47133190876069
