Date,Day,System_ID,Crop_ID,ETO_Ref_mm,ETC_Prime_mm,Transpiration_mm,Water_Total_L,Tank_Volume_L,Temp_C,Solar_Rad_MJ,VPD_kPa,WUE_kg_m3,N-NO3_mg_L,P-PO4_mg_L,K_mg_L,Ca_mg_L,Mg_mg_L
2024-04-11,1,HYD1,LETT,3.804335292242811,2.9103164985657504,1.9984173290151486,19.984173290151485,480.0158267098485,23.751539409541643,20.852503849827535,0.8283661418392745,2.5,202.7977842606212,50.59952519870455,302.7977842606212,152.3981007948182,50.79936693160606
2024-04-12,2,HYD1,LETT,3.705787776082596,2.834927648703186,1.9466503187761874,19.466503187761873,460.54932352208664,22.422528335431995,22.254971002983297,0.8276802707008102,2.51,205.6365557079781,51.20783336599531,305.6365557079781,154.83133346398125,51.61044448799374
2024-04-13,3,HYD1,LETT,4.448181006212882,3.4028584697528546,2.3366294825636267,23.366294825636267,437.1830286964504,23.52482198501759,21.28033539929433,0.9954763297247073,2.52,209.18805508981595,51.96886894781771,309.188055089816,157.87547579127084,52.62515859709027
2024-04-14,4,HYD1,LETT,4.0198021957065,3.075148679715473,2.1116020934046245,21.116020934046244,416.06700776240416,23.94274803143249,17.420697789935353,1.0391282012057794,2.53,212.56906800285276,52.693371714897026,312.56906800285276,160.7734868595881,53.591162286529354
2024-04-15,5,HYD1,LETT,3.376217305629708,2.5828062388067266,1.7735269506472855,17.735269506472854,398.3317382559313,24.058268381290095,16.58365366630193,0.9722278275327678,2.54,215.5528875374265,53.33276161516282,315.5528875374265,163.3310464606513,54.44368215355042
2024-04-16,6,HYD1,LETT,3.0278520959262734,2.3163068533835993,1.5905307059900715,15.905307059900714,382.4264311960306,23.61587279376749,19.953289122306987,0.8279190401280792,2.55,218.3479736108282,53.93170863089176,318.3479736108282,165.72683452356705,55.24227817452234
2024-04-17,7,HYD1,LETT,2.553001554660583,1.953046189315346,1.3410917166632041,13.410917166632041,369.01551402939856,23.06924694027704,22.362868378872257,0.8124149131331801,2.56,220.80273124546207,54.4577281240276,320.8027312454621,167.8309124961104,55.943637498703445
2024-04-18,8,HYD1,LETT,3.567705728079004,2.729294881980438,1.8741158189599005,18.741158189599005,350.27435583979957,24.96957616512654,20.087469935169214,0.8246270632066564,2.57,224.3578150384091,55.21953179394482,324.3578150384091,170.87812717577927,56.95937572525974
2024-04-19,9,HYD1,LETT,2.596908524106517,1.9866350209414854,1.3641560477131534,13.641560477131534,336.63279536266805,24.133193137099248,24.922320579100244,0.5762084718134997,2.58,227.08399015650977,55.80371217639497,327.0839901565098,173.21484870557987,57.73828290185993
2024-04-20,10,HYD1,LETT,4.1977424022929695,3.2112729377541216,2.205074083924497,22.05074083924497,314.5820545234231,24.103976258161033,20.99553847390862,0.933743272577698,2.59,231.66925897170117,56.78626977965027,331.6692589717012,177.14507911860107,59.04835970620033
2024-04-21,11,HYD1,LETT,2.406469802029563,1.840949398552616,1.2641185870061296,12.641185870061296,301.9408686533618,22.95967217056517,20.087622025264395,0.7089798078742926,2.6,234.48214355357868,57.389030761481166,334.48214355357874,179.55612304592466,59.852041015308195
2024-04-22,12,HYD1,LETT,3.507562321889689,2.6832851762456125,1.842522487688654,18.42522487688654,283.51564377647526,22.915628330212545,17.426200701174945,0.8648651097659172,2.61,238.753727414135,58.30437016017181,338.7537274141351,183.21748064068723,61.072493546895714
2024-04-23,13,HYD1,LETT,3.979730889069607,3.0444941301382493,2.0905526360282645,20.905526360282643,262.6101174161926,24.354672208919183,17.2620112346825,0.8730662014398343,2.62,243.9153009545832,59.41042163312499,343.91530095458324,187.64168653249996,62.54722884416662
2024-04-24,14,HYD1,LETT,2.5491016247072538,1.950062742901049,1.3390430834587204,13.390430834587203,249.21968658160543,23.420279001729348,20.33467087969885,0.7421460633073216,2.63,247.4845852138625,60.17526826011341,347.48458521386254,190.70107304045365,63.567024346817846
2024-04-25,15,HYD1,LETT,3.8360051432075988,2.934543934553813,2.0150535017269515,20.150535017269515,229.06915156433593,24.133999206442034,21.08438058211589,0.9105927064073112,2.64,253.14440073869662,61.38808587257787,353.1444007386967,195.55234349031147,65.18411449677045
2024-04-26,16,HYD1,LETT,3.3147942820898484,2.535817625798734,1.7412614363817973,17.412614363817973,211.65653720051796,23.624863956634393,17.368412000363396,0.8345610505979097,2.65,258.4654271499064,62.528305817837115,358.4654271499065,200.11322327134846,66.70440775711612
2024-04-27,17,HYD1,LETT,4.6148212252215615,3.5303382372944947,2.4241655896088865,24.241655896088865,187.4148813044291,25.826861263020326,25.226250449949035,1.3129674550733124,2.66,266.48273639615286,64.2463006563185,366.4827363961529,206.98520262527398,68.99506754175796
2024-04-28,18,HYD1,LETT,4.3044560635064535,3.292908888582437,2.26113077015994,22.6113077015994,164.8035736028297,24.355232129280246,20.811402333557183,1.0415442424251014,2.67,274.9281251939663,66.05602682727852,374.92812519396637,214.22410730911406,71.40803576970465
2024-04-29,19,HYD1,LETT,3.7958426499940434,2.903819627245443,1.993956144041871,19.93956144041871,144.86401216241097,23.86231725353196,25.998800227765454,0.8176604554613713,2.68,283.3974154545832,67.87087474026785,383.39741545458327,221.48349896107143,73.82783298702377
2024-04-30,20,HYD1,LETT,5.204076477723494,3.9811185054584732,2.7337013737481515,27.337013737481513,117.52699842492946,25.63161044528634,20.620396164633732,1.117761629241044,2.69,296.6069830556678,70.70149636907169,396.60698305566785,232.8059854762868,77.60199515876222
2024-05-01,21,HYD1,LETT,3.5213041543026398,2.6937976780415194,1.8497410722551766,18.497410722551766,99.0295877023777,25.530500869775683,19.553580139707663,1.0297917677730233,2.7,307.6241856383211,73.06232549392597,407.62418563832114,242.2493019757039,80.7497673252346
2024-05-02,22,HYD1,LETT,2.73243883222161,2.0903157066495317,1.4353501185660118,14.353501185660118,84.67608651671758,23.20927687828829,21.46221116979579,0.6758857321993244,2.71,317.77009360691585,75.23644863005342,417.7700936069159,250.9457945202137,83.64859817340454
2024-05-03,23,HYD1,LETT,3.2988577107827024,2.5236261487487672,1.7328899554741535,17.328899554741536,67.34718696197604,24.24525460169354,16.464025741600512,0.9620303869006839,2.72,332.0955427240337,78.30618772657867,432.09554272403375,263.22475090631474,87.74158363543822
2024-05-04,24,HYD1,LETT,3.5356492884932975,2.7047717056973726,1.857276571245529,18.57276571245529,48.77442124952074,27.212976731397745,22.2635089495333,0.8254593672990724,2.73,351.399891703092,82.44283393637687,451.39989170309207,279.77133574550754,93.25711191516916
2024-05-05,25,HYD1,LETT,3.8674224790591745,2.9585781964802687,2.0315570282497846,20.315570282497845,28.458850967022897,24.8156221203828,24.61947880742246,0.8310164208875079,2.74,380.55636108485476,88.69064880389746,480.5563610848548,304.7625952155899,101.58753173852995
2024-05-06,26,HYD1,LETT,4.801002970299708,3.6727672722792764,2.5219668602984364,25.219668602984363,3.239182364038534,24.598009635708927,23.398359334345315,1.1243536236529799,2.75,442.5889710540542,101.98335094015448,542.5889710540542,357.933403760618,119.31113458687264
2024-05-07,27,HYD1,LETT,4.216603935219682,3.225702010443057,2.214982047170899,22.149820471708992,0.3239182364038534,26.33162578343566,19.439478208346195,0.9145904797216566,2.76,921.2552697574465,204.55470066230998,1021.2552697574465,768.2188026492399,256.0729342164133
2024-05-08,28,HYD1,LETT,5.256312828584985,4.021079313867514,2.7611411288556926,27.611411288556926,0.03239182364038534,26.68731916319285,20.122873883118313,1.2620780718019189,2.77,6888.189430849933,1483.1834494678428,6988.189430849933,5882.733797871371,1960.9112659571238
2024-05-09,29,HYD1,LETT,3.2901143356740574,2.516937466790654,1.7282970605295824,17.282970605295823,0.0032391823640385343,23.825994438192957,21.00008765084136,0.9055777503077977,2.7800000000000002,44237.36605647061,9486.578440672274,44337.36605647061,37896.3137626891,12632.104587563032
2024-05-10,30,HYD1,LETT,3.4840493503852636,2.665297753044727,1.830171123757379,18.30171123757379,0.00032391823640385344,26.028933713691895,24.11915497700339,0.9269335636430465,2.79,439744.51651924854,94238.11068269613,439844.51651924854,376902.44273078453,125634.14757692817
2024-05-11,31,HYD1,LETT,3.9517234111052053,3.0230684094954823,2.0758403078535643,20.758403078535643,3.239182364038535e-05,23.83623355389045,17.643758354291396,0.8891843774000567,2.8,4925716.753308719,1055517.8757090115,4925816.753308719,4222021.502836046,1407340.5009453483
2024-05-12,32,HYD1,LETT,3.3322199318034853,2.5491482478296663,1.7504151301763708,17.50415130176371,3.239182364038535e-06,26.6315571099978,23.348923314728413,0.8850256634143951,2.81,42752873.52986627,9161337.184971344,42752973.52986627,36645298.739885375,12215099.579961792
