step,day,hour,timestamp,photosynthesis_simulator_net_assimilation_rate,photosynthesis_simulator_gross_photosynthesis_rate,photosynthesis_simulator_respiration_rate,photosynthesis_simulator_light_use_efficiency,photosynthesis_simulator_co2_uptake_rate,photosynthesis_simulator_cumulative_carbon_gained,photosynthesis_simulator_daily_carbon_gained,photosynthesis_simulator_leaf_temperature,photosynthesis_simulator_temperature_stress_factor,photosynthesis_simulator_light_stress_factor,photosynthesis_simulator_step_count,photosynthesis_simulator_last_update,respiration_simulator_total_respiration_rate,respiration_simulator_maintenance_respiration,respiration_simulator_growth_respiration,respiration_simulator_leaf_respiration,respiration_simulator_stem_respiration,respiration_simulator_root_respiration,respiration_simulator_cumulative_respiration,respiration_simulator_daily_respiration,respiration_simulator_temperature_factor,respiration_simulator_biomass_factor,respiration_simulator_step_count,respiration_simulator_last_update,biomass_allocation_simulator_total_biomass,biomass_allocation_simulator_leaf_biomass,biomass_allocation_simulator_stem_biomass,biomass_allocation_simulator_root_biomass,biomass_allocation_simulator_leaf_allocation_fraction,biomass_allocation_simulator_stem_allocation_fraction,biomass_allocation_simulator_root_allocation_fraction,biomass_allocation_simulator_allocation_efficiency,biomass_allocation_simulator_cumulative_biomass_gain,biomass_allocation_simulator_daily_biomass_gain,biomass_allocation_simulator_step_count,biomass_allocation_simulator_last_update
1,1,0,2025-09-29 05:33:16.704540,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,5903.353754167602,0.0,25.2,1.0,1.0,2,2025-09-29T05:33:16.594963,0.003206939219685044,0.0015209392196850438,0.001686,0.0005069797398950146,0.00040558379191601166,0.0006083756878740175,23.089962381732317,0.0,1.013959479790029,1.0,2,2025-09-29T05:33:16.636691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2025-09-29T05:33:16.690695
2,1,1,2025-09-29 05:33:16.843032,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,11806.707508335205,5903.353754167602,25.2,1.0,1.0,4,2025-09-29T05:33:16.735074,0.0032029383990161498,0.0015169383990161496,0.001686,0.0005056461330053832,0.0004045169064043066,0.0006067753596064598,46.15793657788312,23.0679741961508,1.0112922660107664,1.0,4,2025-09-29T05:33:16.776781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2025-09-29T05:33:16.830590
3,1,2,2025-09-29 05:33:16.982843,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,17710.061262502808,11806.707508335205,25.2,1.0,1.0,6,2025-09-29T05:33:16.873342,0.0031997054502760102,0.0015137054502760102,0.001686,0.0005045684834253367,0.0004036547867402694,0.000605482180110404,69.20132575302108,46.11136337128875,1.0091369668506731,1.0,6,2025-09-29T05:33:16.915210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,2025-09-29T05:33:16.969218
4,1,3,2025-09-29 05:33:17.122522,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,23613.415016670413,17710.061262502808,25.2,1.0,1.0,8,2025-09-29T05:33:17.013534,0.0031970918133149527,0.0015110918133149527,0.001686,0.0005036972711049843,0.00040295781688398744,0.0006044367253259811,92.2248417208381,69.13487933910578,1.0073945422099686,1.0,8,2025-09-29T05:33:17.055663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,2025-09-29T05:33:17.110141
5,1,4,2025-09-29 05:33:17.261976,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,29516.768770838018,23613.415016670413,25.2,1.0,1.0,10,2025-09-29T05:33:17.153247,0.0031949780758698276,0.0015089780758698276,0.001686,0.0005029926919566092,0.00040239415356528737,0.0006035912303479309,115.23228701793751,92.14232463620517,1.005985383913218,1.0,10,2025-09-29T05:33:17.194927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,2025-09-29T05:33:17.248023
6,1,5,2025-09-29 05:33:17.402626,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,35420.12252500562,29516.768770838018,25.2,1.0,1.0,12,2025-09-29T05:33:17.292549,0.00319326811616011,0.0015072681161601104,0.001686,0.0005024227053867035,0.0004019381643093628,0.0006029072464640441,138.22673251554622,115.1367701338139,1.0048454107734068,1.0,12,2025-09-29T05:33:17.334227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,2025-09-29T05:33:17.388715
7,1,6,2025-09-29 05:33:17.542818,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,41323.47627917323,35420.12252500562,25.2,1.0,1.0,14,2025-09-29T05:33:17.433350,0.0031918844693356787,0.0015058844693356787,0.001686,0.0005019614897785596,0.0004015691918228477,0.0006023537877342715,161.21065960646843,138.12069722473612,1.003922979557119,1.0,14,2025-09-29T05:33:17.474956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,2025-09-29T05:33:17.528874
8,1,7,2025-09-29 05:33:17.682388,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,47226.83003334083,41323.47627917323,25.2,1.0,1.0,16,2025-09-29T05:33:17.573862,0.003190764646556163,0.0015047646465561628,0.001686,0.000501588215518721,0.0004012705724149768,0.0006019058586224651,184.18607428037268,161.09611189864037,1.003176431037442,1.0,16,2025-09-29T05:33:17.615182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,2025-09-29T05:33:17.668702
9,1,8,2025-09-29 05:33:17.820698,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,53130.18378750844,47226.83003334083,25.2,1.0,1.0,18,2025-09-29T05:33:17.712787,0.0031898582005700756,0.0015038582005700756,0.001686,0.0005012860668566918,0.00040102885348535346,0.0006015432802280302,207.15459880831722,184.06463642658494,1.0025721337133837,1.0,18,2025-09-29T05:33:17.754127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,2025-09-29T05:33:17.808307
10,1,9,2025-09-29 05:33:17.959190,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,59033.53754167604,53130.18378750844,25.2,1.0,1.0,20,2025-09-29T05:33:17.851439,0.003189124379602782,0.0015031243796027824,0.001686,0.0005010414598675941,0.00040083316789407534,0.0006012497518411129,230.11754553859157,207.0275831568593,1.0020829197351881,1.0,20,2025-09-29T05:33:17.893415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,2025-09-29T05:33:17.946111
11,1,10,2025-09-29 05:33:18.099639,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,64936.89129584365,59033.53754167604,25.2,1.0,1.0,22,2025-09-29T05:33:17.989908,0.0031885302471138703,0.0015025302471138704,0.001686,0.0005008434157046235,0.0004006747325636988,0.0006010120988455481,253.07597636465005,229.98601398291777,1.0016868314092469,1.0,22,2025-09-29T05:33:18.031231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,2025-09-29T05:33:18.085692
12,1,11,2025-09-29 05:33:18.237984,0.8199102436343892,0.9019012679978282,0.08199102436343893,0.0005463555055570366,0.8199102436343892,70840.24505001125,64936.89129584365,25.2,1.0,1.0,24,2025-09-29T05:33:18.130265,0.003188049171951469,0.0015020491719514692,0.001686,0.0005006830573171565,0.0004005464458537252,0.0006008196687805877,276.0307506933193,252.94078831158703,1.001366114634313,1.0,24,2025-09-29T05:33:18.172079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,2025-09-29T05:33:18.226098
